Latitude,Longitude,Rating
41.07055626666667,-80.67267193333333,1
41.07055653333334,-80.67266086666667,1
41.070556800000006,-80.6726498,1
41.070557066666666,-80.67263873333334,1
41.07055733333333,-80.67262766666667,1
41.0705576,-80.6726166,1
41.07055786666667,-80.67260553333334,1
41.070558133333336,-80.67259446666667,1
41.0705584,-80.67258340000001,1
41.07055866666667,-80.67257233333333,1
41.07055893333334,-80.67256126666666,1
41.0705592,-80.6725502,1
41.070559466666666,-80.67253913333333,1
41.07055973333333,-80.67252806666667,1
41.070556,-80.672313,2
41.07056,-80.672125,1
41.070559466666666,-80.67204126666667,1
41.07055893333333,-80.67195753333333,1
41.0705584,-80.6718738,1
41.07055786666667,-80.67179006666666,1
41.07055733333333,-80.67170633333333,1
41.0705568,-80.67162259999999,1
41.070556266666664,-80.67153886666667,1
41.070555733333336,-80.67145513333332,1
41.0705552,-80.6713714,1
41.070554666666666,-80.67128766666666,1
41.07055413333333,-80.67120393333333,1
41.0705536,-80.67112019999999,1
41.07055306666667,-80.67103646666666,1
41.070552533333334,-80.67095273333332,1
41.069442,-80.67436,4
41.0694417,-80.67433295,4
41.0694414,-80.6743059,4
41.0694411,-80.67427885,4
41.0694408,-80.6742518,4
41.0694405,-80.67422475,4
41.0694402,-80.6741977,4
41.0694399,-80.67417065,4
41.0694396,-80.6741436,4
41.0694393,-80.67411655,4
41.069439,-80.6740895,4
41.0694387,-80.67406245,4
41.0694384,-80.6740354,4
41.0694381,-80.67400835,4
41.0694378,-80.6739813,4
41.0694375,-80.67395425,4
41.0694372,-80.6739272,4
41.0694369,-80.67390015,4
41.0694366,-80.6738731,4
41.0694363,-80.67384605,4
41.069436,-80.673819,4
41.0694357,-80.67379195,4
41.0694354,-80.6737649,4
41.0694351,-80.67373785,4
41.0694348,-80.6737108,4
41.0694345,-80.67368375,4
41.0694342,-80.6736567,4
41.0694339,-80.67362965,4
41.0694336,-80.6736026,4
41.0694333,-80.67357555,4
41.069433000000004,-80.6735485,4
41.0694327,-80.67352145,4
41.0694324,-80.6734944,4
41.0694321,-80.67346735,4
41.0694318,-80.6734403,4
41.0694315,-80.67341325,4
41.0694312,-80.6733862,4
41.0694309,-80.67335915,4
41.0694306,-80.6733321,4
41.0694303,-80.67330505,4
41.06943,-80.673278,4
41.0694297,-80.67325095,4
41.0694294,-80.6732239,4
41.0694291,-80.67319685,4
41.0694288,-80.6731698,4
41.0694285,-80.67314275,4
41.0694282,-80.6731157,4
41.0694279,-80.67308865,4
41.0694276,-80.6730616,4
41.0694273,-80.67303455,4
41.069427,-80.6730075,4
41.0694267,-80.67298045,4
41.0694264,-80.6729534,4
41.0694261,-80.67292635,4
41.0694258,-80.6728993,4
41.0694255,-80.67287225,4
41.0694252,-80.6728452,4
41.0694249,-80.67281815,4
41.0694246,-80.6727911,4
41.0694243,-80.67276405,4
